location_id,district_id,location_reference_id,location_name,city,latitude,longitude,location_type,atm_count,area_risk_baseline,source,source_id,operator,brand,address,data_status
OSM00416,TN03,,Axis Bank,Chennai,13.0448,80.2639,ATM,1,0.5,OpenStreetMap,4519166489,Axis Bank,Axis Bank,,real_world_reference
OSM00417,TN03,,Federal Bank,Chennai,13.0899,80.2879,ATM,1,0.5,OpenStreetMap,4519166589,Federal Bank,Federal Bank,,real_world_reference
OSM00418,TN30,,State Bank of India,Tiruchirappalli,10.7981,78.6855,ATM,1,0.5,OpenStreetMap,4524010191,State Bank of India,State Bank of India,,real_world_reference
OSM00419,TN03,,HDFC Bank,Chennai,13.0593,80.2435,ATM,1,0.5,OpenStreetMap,4526674590,HDFC Bank,HDFC Bank,,real_world_reference
OSM00420,TN08,,City Union Bank,Erode,11.4551,77.4389,ATM,1,0.5,OpenStreetMap,4527767313,,City Union Bank,,real_world_reference
OSM00421,TN08,,Corporation Bank,Erode,11.455,77.4392,ATM,1,0.5,OpenStreetMap,4527767315,Corporation Bank,Corporation Bank,,real_world_reference
OSM00422,TN08,,Indian Bank,Erode,11.4549,77.4393,ATM,1,0.5,OpenStreetMap,4527767317,Indian Bank,Indian Bank,,real_world_reference
OSM00423,TN08,,UCO Bank,Erode,11.4543,77.4352,ATM,1,0.5,OpenStreetMap,4527767318,UCO Bank,UCO Bank,,real_world_reference
OSM00424,TN08,,State Bank of India,Erode,11.4576,77.4295,ATM,1,0.5,OpenStreetMap,4527777952,State Bank of India,State Bank of India,,real_world_reference
OSM00425,TN08,,Indian Overseas Bank,Erode,11.4503,77.4352,ATM,1,0.5,OpenStreetMap,4527861265,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00426,TN08,,Union Bank of India,Erode,11.455,77.4382,ATM,1,0.5,OpenStreetMap,4527861266,Union Bank of India,Union Bank of India,,real_world_reference
OSM00427,TN29,,ATM,Thoothukudi,8.5922,78.0383,ATM,1,0.5,OpenStreetMap,4539296094,RAJA RATHINAM.S,,,real_world_reference
OSM00428,TN02,,ATM,Chengalpattu,12.7901,80.2219,ATM,1,0.5,OpenStreetMap,4540691489,AXIS Bank ATM,,,real_world_reference
OSM00429,TN30,,State Bank of India,Tiruchirappalli,10.8204,78.6837,ATM,1,0.5,OpenStreetMap,4543308105,State Bank of India,State Bank of India,,real_world_reference
OSM00430,TN13,,South Indian Bank,Madurai,9.9487,78.1626,ATM,1,0.5,OpenStreetMap,4543308318,South Indian Bank,South Indian Bank,,real_world_reference
OSM00431,TN13,,ATM,Madurai,9.9487,78.1625,ATM,1,0.5,OpenStreetMap,4543308319,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00432,TN13,,HDFC Bank,Madurai,9.9487,78.1624,ATM,1,0.5,OpenStreetMap,4543308320,HDFC Bank,HDFC Bank,,real_world_reference
OSM00433,TN03,,ATM,Chennai,12.9654,80.2067,ATM,1,0.5,OpenStreetMap,4549736622,Karur Vayshiya,,,real_world_reference
OSM00434,TN13,,ATM,Madurai,9.9188,78.1218,ATM,1,0.5,OpenStreetMap,4558213890,,,,real_world_reference
OSM00435,TN03,,State Bank of India,Chennai,12.9961,80.2678,ATM,1,0.5,OpenStreetMap,4563498291,State Bank of India,State Bank of India,,real_world_reference
OSM00436,TN03,,State Bank of India,Chennai,12.9964,80.2678,ATM,1,0.5,OpenStreetMap,4563833290,State Bank of India,State Bank of India,,real_world_reference
OSM00437,TN11,,ATM,Karur,10.8522,77.8482,ATM,1,0.5,OpenStreetMap,4568033890,LVB,,,real_world_reference
OSM00438,TN08,,ATM,Erode,11.2144,77.5499,ATM,1,0.5,OpenStreetMap,4573559589,12,,,real_world_reference
OSM00439,TN04,,ATM,Coimbatore,11.0243,76.8986,ATM,1,0.5,OpenStreetMap,4575378691,Indusind,,,real_world_reference
OSM00440,TN04,,ATM,Coimbatore,11.0139,76.9535,ATM,1,0.5,OpenStreetMap,4575477590,IndusInd Bank,IndusInd Bank,,real_world_reference
OSM00441,TN03,,State Bank of India,Chennai,13.0388,80.2234,ATM,1,0.5,OpenStreetMap,4580689267,State Bank of India,State Bank of India,,real_world_reference
OSM00442,TN04,,ICICI Bank,Coimbatore,11.02,76.9398,ATM,1,0.5,OpenStreetMap,4583580499,ICICI Bank,ICICI Bank,,real_world_reference
OSM00443,TN03,,ATM,Chennai,13.0321,80.2064,ATM,1,0.5,OpenStreetMap,4595828889,,,,real_world_reference
OSM00444,TN13,,ATM,Madurai,9.907,78.1459,ATM,1,0.5,OpenStreetMap,4603530789,,,,real_world_reference
OSM00445,TN19,,Indian Bank,Pudukkottai,10.3757,78.8148,ATM,1,0.5,OpenStreetMap,4607145190,Indian Bank,Indian Bank,,real_world_reference
OSM00446,TN19,,ATM,Pudukkottai,10.4821,78.7849,ATM,1,0.5,OpenStreetMap,4607155790,,,,real_world_reference
OSM00447,TN03,,Canara Bank,Chennai,13.1132,80.2423,ATM,1,0.5,OpenStreetMap,4613374590,Canara Bank,Canara Bank,,real_world_reference
OSM00448,TN03,,Axis Bank,Chennai,12.9215,80.092,ATM,1,0.5,OpenStreetMap,4639687856,Axis Bank,Axis Bank,,real_world_reference
OSM00449,TN30,,State Bank of India,Tiruchirappalli,10.7774,78.793,ATM,1,0.5,OpenStreetMap,4672672945,State Bank of India,State Bank of India,,real_world_reference
OSM00450,TN37,,State Bank of India,Viluppuram,11.9509,79.5136,ATM,1,0.5,OpenStreetMap,4679819968,State Bank of India,State Bank of India,,real_world_reference
OSM00451,TN37,,Bank of Baroda,Viluppuram,11.9506,79.5134,ATM,1,0.5,OpenStreetMap,4679821860,Bank of Baroda,Bank of Baroda,,real_world_reference
OSM00452,TN16,,South Indian Bank,Kanniyakumari,8.0893,77.5492,ATM,1,0.5,OpenStreetMap,4680019995,South Indian Bank,South Indian Bank,,real_world_reference
OSM00453,TN16,,Karnataka Bank,Kanniyakumari,8.0881,77.5494,ATM,1,0.5,OpenStreetMap,4680024094,Karnataka Bank,Karnataka Bank,,real_world_reference
OSM00454,TN16,,State Bank of India,Kanniyakumari,8.0891,77.5492,ATM,1,0.5,OpenStreetMap,4680041490,State Bank of India,State Bank of India,,real_world_reference
OSM00455,TN22,,ATM,Salem,11.6712,78.1587,ATM,1,0.5,OpenStreetMap,4682107601,Union bank,,,real_world_reference
OSM00456,TN03,,ATM,Chennai,13.0832,80.2623,ATM,1,0.5,OpenStreetMap,4691949789,,,,real_world_reference
OSM00457,TN03,,State Bank of India,Chennai,12.9955,80.268,ATM,1,0.5,OpenStreetMap,4694790689,State Bank of India,State Bank of India,Besant Nagar 7th Avenue,real_world_reference
OSM00458,TN04,,ATM,Coimbatore,11.0019,77.0284,ATM,1,0.5,OpenStreetMap,4696520294,Canara,,,real_world_reference
OSM00459,TN11,,ATM,Karur,10.979,78.0775,ATM,1,0.5,OpenStreetMap,4697398889,prakash,,,real_world_reference
OSM00460,TN13,,Canara Bank,Madurai,9.9545,78.1805,ATM,1,0.5,OpenStreetMap,4701650740,Canara Bank,Canara Bank,,real_world_reference
OSM00461,TN03,,Axis Bank,Chennai,13.0649,80.1936,ATM,1,0.5,OpenStreetMap,4707145693,Axis Bank,Axis Bank,,real_world_reference
OSM00462,TN03,,Federal Bank,Chennai,13.0384,80.247,ATM,1,0.5,OpenStreetMap,4739621222,Federal Bank,Federal Bank,,real_world_reference
OSM00463,TN22,,State Bank of India,Salem,11.7193,78.0759,ATM,1,0.5,OpenStreetMap,4750822175,State Bank of India,State Bank of India,,real_world_reference
OSM00464,TN26,,Karur Vysya Bank,Theni,9.9999,77.6182,ATM,1,0.5,OpenStreetMap,4763212135,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00465,TN30,,Canara Bank,Tiruchirappalli,10.8071,78.7269,ATM,1,0.5,OpenStreetMap,4764535523,Canara Bank,Canara Bank,,real_world_reference
OSM00466,TN16,,State Bank of India,Kanniyakumari,8.1997,77.452,ATM,1,0.5,OpenStreetMap,4764535525,State Bank of India,State Bank of India,,real_world_reference
OSM00467,TN30,,State Bank of India,Tiruchirappalli,10.8229,78.6938,ATM,1,0.5,OpenStreetMap,4764535859,State Bank of India,State Bank of India,,real_world_reference
OSM00468,TN31,,Canara Bank,Tirunelveli,8.7303,77.7115,ATM,1,0.5,OpenStreetMap,4764535888,Canara Bank,Canara Bank,,real_world_reference
OSM00469,TN22,,Canara Bank,Salem,11.718,78.0779,ATM,1,0.5,OpenStreetMap,4778373575,Canara Bank,Canara Bank,,real_world_reference
OSM00470,TN02,,Axis Bank,Chengalpattu,12.7421,80.198,ATM,1,0.5,OpenStreetMap,4784306621,Axis Bank,Axis Bank,"Old Mahabalipuram Road, Kalavakkam",real_world_reference
OSM00471,TN02,,ICICI Bank,Chengalpattu,12.7414,80.1963,ATM,1,0.5,OpenStreetMap,4784306951,ICICI Bank,ICICI Bank,"Old Mahabalipuram Road, Kalavakkam",real_world_reference
OSM00472,TN30,,HDFC Bank,Tiruchirappalli,10.79,78.675,ATM,1,0.5,OpenStreetMap,4793248810,HDFC Bank,HDFC Bank,dindigul road,real_world_reference
OSM00473,TN08,,Axis Bank,Erode,11.4497,77.7717,ATM,1,0.5,OpenStreetMap,4793337697,Axis Bank,Axis Bank,,real_world_reference
OSM00474,TN08,,Canara Bank,Erode,11.45,77.7716,ATM,1,0.5,OpenStreetMap,4793337698,Canara Bank,Canara Bank,,real_world_reference
OSM00475,TN16,,State Bank of India,Kanniyakumari,8.1681,77.4285,ATM,1,0.5,OpenStreetMap,4793521521,State Bank of India,State Bank of India,,real_world_reference
OSM00476,TN19,,ATM,Pudukkottai,10.0837,78.7708,ATM,1,0.5,OpenStreetMap,4803140421,chamber,,,real_world_reference
OSM00477,TN19,,ATM,Pudukkottai,10.0814,78.771,ATM,1,0.5,OpenStreetMap,4803153921,chamber,,,real_world_reference
OSM00478,TN30,,State Bank of India,Tiruchirappalli,10.8237,78.6932,ATM,1,0.5,OpenStreetMap,4817784530,State Bank of India,State Bank of India,,real_world_reference
OSM00479,TN30,,Canara Bank,Tiruchirappalli,10.8027,78.685,ATM,1,0.5,OpenStreetMap,4832818694,Canara Bank,Canara Bank,,real_world_reference
OSM00480,TN37,,ATM,Viluppuram,11.9509,79.1963,ATM,1,0.5,OpenStreetMap,4838276621,,,,real_world_reference
OSM00481,TN04,,ATM,Coimbatore,11.2779,76.982,ATM,1,0.5,OpenStreetMap,4878919827,,South Indian Bank,,real_world_reference
OSM00482,TN22,,ATM,Salem,11.6715,78.1136,ATM,1,0.5,OpenStreetMap,4878936357,State Bank of India,State Bank of India,,real_world_reference
OSM00483,TN22,,ATM,Salem,11.6714,78.1136,ATM,1,0.5,OpenStreetMap,4878937207,,Hitachi,,real_world_reference
OSM00484,TN22,,ATM,Salem,11.6714,78.1135,ATM,1,0.5,OpenStreetMap,4878938454,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00485,TN13,,ATM,Madurai,9.9305,78.1488,ATM,1,0.5,OpenStreetMap,4881691508,,,,real_world_reference
OSM00486,TN13,,ATM,Madurai,9.924,78.1491,ATM,1,0.5,OpenStreetMap,4881692035,,,,real_world_reference
OSM00487,TN13,,South Indian Bank,Madurai,9.9239,78.1488,ATM,1,0.5,OpenStreetMap,4881692036,South Indian Bank,South Indian Bank,,real_world_reference
OSM00488,TN13,,ATM,Madurai,9.9212,78.1503,ATM,1,0.5,OpenStreetMap,4881692049,,,,real_world_reference
OSM00489,TN13,,Tamilnad Mercantile Bank Limited,Madurai,9.922,78.1488,ATM,1,0.5,OpenStreetMap,4881692065,Tamilnad Mercantile Bank Limited,Tamilnad Mercantile Bank Limited,,real_world_reference
OSM00490,TN13,,ATM,Madurai,9.9237,78.1577,ATM,1,0.5,OpenStreetMap,4881692115,,,,real_world_reference
OSM00491,TN20,,ATM,Ramanathapuram,9.2783,79.1526,ATM,1,0.5,OpenStreetMap,4883770921,SBI &BOI ATM,,,real_world_reference
OSM00492,TN03,,ATM,Chennai,12.9262,80.1265,ATM,1,0.5,OpenStreetMap,4910489822,icici bank atm,,,real_world_reference
OSM00493,TN03,,ATM,Chennai,12.9267,80.1266,ATM,1,0.5,OpenStreetMap,4911071122,City union bank atm,,,real_world_reference
OSM00494,TN03,,Axis Bank,Chennai,12.9286,80.1271,ATM,1,0.5,OpenStreetMap,4911080924,Axis Bank,Axis Bank,,real_world_reference
OSM00495,TN03,,HDFC Bank,Chennai,12.934,80.1296,ATM,1,0.5,OpenStreetMap,4932296021,HDFC Bank,HDFC Bank,,real_world_reference
OSM00496,TN38,,Bank of India,Virudhunagar,9.4519,77.7918,ATM,1,0.5,OpenStreetMap,4949292777,Bank of India,Bank of India,,real_world_reference
OSM00497,TN38,,State Bank of India,Virudhunagar,9.4443,77.7953,ATM,1,0.5,OpenStreetMap,4949292836,State Bank of India,State Bank of India,,real_world_reference
OSM00498,TN21,,ATM,Ranipet,12.9412,79.3355,ATM,1,0.5,OpenStreetMap,4970008024,Home,,,real_world_reference
OSM00499,TN10,,South Indian Bank,Kancheepuram,12.8373,79.7044,ATM,1,0.5,OpenStreetMap,4970836039,South Indian Bank,South Indian Bank,,real_world_reference
OSM00500,TN08,,ATM,Erode,11.3019,77.7006,ATM,1,0.5,OpenStreetMap,4984255445,,,,real_world_reference
OSM00501,TN08,,ATM,Erode,11.303,77.702,ATM,1,0.5,OpenStreetMap,4984255446,,,,real_world_reference
OSM00502,TN35,,Indian Overseas Bank,The Nilgiris,11.4109,76.7072,ATM,1,0.5,OpenStreetMap,4989013028,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00503,TN16,,State Bank of India,Kanniyakumari,8.1736,77.4397,ATM,1,0.5,OpenStreetMap,5003289356,State Bank of India,State Bank of India,,real_world_reference
OSM00504,TN03,,Canara Bank,Chennai,13.0725,80.2723,ATM,1,0.5,OpenStreetMap,5079397471,Canara Bank,Canara Bank,,real_world_reference
OSM00505,TN03,,State Bank of India,Chennai,13.0671,80.273,ATM,1,0.5,OpenStreetMap,5079397478,State Bank of India,State Bank of India,,real_world_reference
OSM00506,TN16,,Axis Bank,Kanniyakumari,8.2755,77.5654,ATM,1,0.5,OpenStreetMap,5079397484,Axis Bank,Axis Bank,,real_world_reference
OSM00507,TN03,,Oriental Bank of Commerce,Chennai,12.9229,80.1324,ATM,1,0.5,OpenStreetMap,5087492822,Punjab National Bank,Punjab National Bank,,real_world_reference
OSM00508,TN03,,Axis Bank,Chennai,12.9225,80.1391,ATM,1,0.5,OpenStreetMap,5087492823,Axis Bank,Axis Bank,,real_world_reference
OSM00509,TN03,,State Bank of India,Chennai,12.9227,80.1441,ATM,1,0.5,OpenStreetMap,5087492825,State Bank of India,State Bank of India,,real_world_reference
OSM00510,TN03,,State Bank of India,Chennai,12.9227,80.1496,ATM,1,0.5,OpenStreetMap,5087492827,State Bank of India,State Bank of India,,real_world_reference
OSM00511,TN03,,Karur Vysya Bank,Chennai,12.9229,80.1511,ATM,1,0.5,OpenStreetMap,5087492828,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00512,TN03,,Canara Bank,Chennai,12.9225,80.1397,ATM,1,0.5,OpenStreetMap,5087493124,Canara Bank,Canara Bank,,real_world_reference
OSM00513,TN03,,State Bank of India,Chennai,12.9223,80.1409,ATM,1,0.5,OpenStreetMap,5087493129,State Bank of India,State Bank of India,,real_world_reference
OSM00514,TN03,,IndusInd Bank,Chennai,12.9221,80.1397,ATM,1,0.5,OpenStreetMap,5087493131,IndusInd Bank,IndusInd Bank,,real_world_reference
OSM00515,TN03,,HDFC Bank,Chennai,12.9225,80.1396,ATM,1,0.5,OpenStreetMap,5087493221,HDFC Bank,HDFC Bank,,real_world_reference
OSM00516,TN03,,Punjab National Bank,Chennai,12.9228,80.1515,ATM,1,0.5,OpenStreetMap,5087493225,Punjab National Bank,Punjab National Bank,,real_world_reference
OSM00517,TN03,,Andra bank ATM,Chennai,12.9226,80.1293,ATM,1,0.5,OpenStreetMap,5087493228,Andra bank,,,real_world_reference
OSM00518,TN03,,Union Bank of India,Chennai,12.923,80.1276,ATM,1,0.5,OpenStreetMap,5087493231,Union Bank of India,Union Bank of India,,real_world_reference
OSM00519,TN03,,ICICI Bank,Chennai,12.9222,80.1386,ATM,1,0.5,OpenStreetMap,5087493327,ICICI Bank,ICICI Bank,,real_world_reference
OSM00520,TN03,,Axis Bank,Chennai,12.9228,80.1474,ATM,1,0.5,OpenStreetMap,5087493721,Axis Bank,Axis Bank,,real_world_reference
OSM00521,TN03,,ICICI Bank,Chennai,12.9229,80.1533,ATM,1,0.5,OpenStreetMap,5090924226,ICICI Bank,ICICI Bank,,real_world_reference
OSM00522,TN03,,HDFC Bank,Chennai,12.9223,80.1624,ATM,1,0.5,OpenStreetMap,5090926021,HDFC Bank,HDFC Bank,,real_world_reference
OSM00523,TN02,,State Bank of India,Chengalpattu,12.8039,80.2238,ATM,1,0.5,OpenStreetMap,5091348128,State Bank of India,State Bank of India,,real_world_reference
OSM00524,TN03,,ATM,Chennai,13.1283,80.2746,ATM,1,0.5,OpenStreetMap,5116514523,,,,real_world_reference
OSM00525,TN03,,ATM,Chennai,13.1307,80.277,ATM,1,0.5,OpenStreetMap,5116546321,,,,real_world_reference
OSM00526,TN02,,ATM,Chengalpattu,12.8045,80.2238,ATM,1,0.5,OpenStreetMap,5146935324,CITY UNION BANK ATM,,,real_world_reference
OSM00527,TN02,,ATM,Chengalpattu,12.8067,80.2249,ATM,1,0.5,OpenStreetMap,5147014555,ICICI Bank,ICICI Bank,,real_world_reference
OSM00528,TN05,,ATM,Cuddalore,11.9906,79.8336,ATM,1,0.5,OpenStreetMap,5168465622,State Bank of India,State Bank of India,,real_world_reference
OSM00529,TN05,,ICICI Bank,Cuddalore,11.9908,79.8341,ATM,1,0.5,OpenStreetMap,5168562821,ICICI Bank,ICICI Bank,,real_world_reference
OSM00530,TN37,,ATM,Viluppuram,11.5258,79.3879,ATM,1,0.5,OpenStreetMap,5179617925,,,,real_world_reference
OSM00531,TN37,,ATM,Viluppuram,11.5267,79.3905,ATM,1,0.5,OpenStreetMap,5179636121,,,,real_world_reference
OSM00532,TN25,,Indian Bank,Thanjavur,10.8993,79.197,ATM,1,0.5,OpenStreetMap,5183014834,Indian Bank,Indian Bank,,real_world_reference
OSM00533,TN03,,ATM,Chennai,13.0906,80.1782,ATM,1,0.5,OpenStreetMap,5198151823,,,,real_world_reference
OSM00534,TN03,,State Bank of India,Chennai,13.0812,80.2639,ATM,1,0.5,OpenStreetMap,5206090023,State Bank of India,State Bank of India,,real_world_reference
OSM00535,TN34,,ATM,Tiruvannamalai,12.5141,79.1284,ATM,1,0.5,OpenStreetMap,5224316151,State Bank of India,State Bank of India,,real_world_reference
OSM00536,TN13,,Indian Overseas Bank,Madurai,9.9187,78.1112,ATM,1,0.5,OpenStreetMap,5224414461,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00537,TN13,,Bank of Baroda,Madurai,9.9186,78.1114,ATM,1,0.5,OpenStreetMap,5224415222,Bank of Baroda,Bank of Baroda,,real_world_reference
OSM00538,TN03,,State Bank of India,Chennai,12.9878,80.2557,ATM,1,0.5,OpenStreetMap,5225940431,State Bank of India,State Bank of India,,real_world_reference
OSM00539,TN03,,ATM,Chennai,12.9371,80.1577,ATM,1,0.5,OpenStreetMap,5226288615,Tamilnadu Mercantile Bank,,,real_world_reference
OSM00540,TN03,,Axis Bank,Chennai,12.9392,80.1536,ATM,1,0.5,OpenStreetMap,5226289021,Axis Bank,Axis Bank,,real_world_reference
OSM00541,TN05,,ATM,Cuddalore,11.7581,79.7631,ATM,1,0.5,OpenStreetMap,5227709361,Syndicate Bank ATM,,,real_world_reference
OSM00542,TN27,,ICICI Bank,Tiruvallur,13.126,80.0308,ATM,1,0.5,OpenStreetMap,5227823633,ICICI Bank,ICICI Bank,,real_world_reference
OSM00543,TN05,,ATM,Cuddalore,11.7533,79.7615,ATM,1,0.5,OpenStreetMap,5227843682,HDFC Bank,HDFC Bank,"Valli Vilas Comm Cplx, Bharathi Rd, Cuddalore",real_world_reference
OSM00544,TN05,,ATM,Cuddalore,11.7525,79.7615,ATM,1,0.5,OpenStreetMap,5227855258,Bank of Baroda ATM,,"Bharathi Rd, Cuddalore",real_world_reference
OSM00545,TN03,,ATM,Chennai,13.0824,80.169,ATM,1,0.5,OpenStreetMap,5230370411,City Union Bank ATM,,"4th Block, Mogappair West, Ambattur Industrial Estate, Chennai",real_world_reference
OSM00546,TN25,,Canara Bank,Thanjavur,10.8976,79.1899,ATM,1,0.5,OpenStreetMap,5232534091,Canara Bank,Canara Bank,,real_world_reference
OSM00547,TN13,,ATM,Madurai,9.9483,78.1637,ATM,1,0.5,OpenStreetMap,5232959121,,,,real_world_reference
OSM00548,TN37,,ATM,Viluppuram,11.9427,79.4956,ATM,1,0.5,OpenStreetMap,5234261929,punjab bank atm,,,real_world_reference
OSM00549,TN37,,ATM,Viluppuram,11.9429,79.4957,ATM,1,0.5,OpenStreetMap,5234261930,Bank of Baroda,Bank of Baroda,,real_world_reference
OSM00550,TN37,,ATM,Viluppuram,11.9455,79.4899,ATM,1,0.5,OpenStreetMap,5234286367,coporation bank atm,,,real_world_reference
OSM00551,TN37,,ATM,Viluppuram,11.9409,79.4934,ATM,1,0.5,OpenStreetMap,5234571694,state bank ATM,,,real_world_reference
OSM00552,TN37,,South Indian Bank,Viluppuram,11.9397,79.493,ATM,1,0.5,OpenStreetMap,5234571698,South Indian Bank,South Indian Bank,,real_world_reference
OSM00553,TN37,,ATM,Viluppuram,11.9334,79.4926,ATM,1,0.5,OpenStreetMap,5234571714,state bank atm,,,real_world_reference
OSM00554,TN37,,ATM,Viluppuram,11.9323,79.4926,ATM,1,0.5,OpenStreetMap,5234571716,icici bank atm,,,real_world_reference
OSM00555,TN30,,ATM,Tiruchirappalli,10.8153,78.6967,ATM,1,0.5,OpenStreetMap,5234610582,atm,,,real_world_reference
OSM00556,TN30,,ATM,Tiruchirappalli,10.8152,78.6965,ATM,1,0.5,OpenStreetMap,5234610583,atm,,,real_world_reference
OSM00557,TN30,,ATM,Tiruchirappalli,10.8118,78.6965,ATM,1,0.5,OpenStreetMap,5234610590,atm,,,real_world_reference
OSM00558,TN30,,ATM,Tiruchirappalli,10.8127,78.6948,ATM,1,0.5,OpenStreetMap,5234610596,indian bank atm,,,real_world_reference
OSM00559,TN30,,HDFC Bank,Tiruchirappalli,10.8139,78.6942,ATM,1,0.5,OpenStreetMap,5234610597,HDFC Bank,HDFC Bank,,real_world_reference
OSM00560,TN30,,ATM,Tiruchirappalli,10.8139,78.6963,ATM,1,0.5,OpenStreetMap,5234610598,tamilnadu mercantile bank,,,real_world_reference
OSM00561,TN30,,ATM,Tiruchirappalli,10.8049,78.679,ATM,1,0.5,OpenStreetMap,5234733422,kvB bank,,,real_world_reference
OSM00562,TN30,,ATM,Tiruchirappalli,10.8047,78.6791,ATM,1,0.5,OpenStreetMap,5234733423,HDFC Bank,HDFC Bank,,real_world_reference
OSM00563,TN03,,Karur Vysya Bank,Chennai,12.9403,80.1506,ATM,1,0.5,OpenStreetMap,5234772950,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00564,TN37,,India1,Viluppuram,11.9396,79.4983,ATM,1,0.5,OpenStreetMap,5234891426,India1 Payments,,,real_world_reference
OSM00565,TN37,,ATM,Viluppuram,11.9405,79.4931,ATM,1,0.5,OpenStreetMap,5234932496,Tamilnad Mercantile Bank ATM,,,real_world_reference
OSM00566,TN37,,Federal Bank,Viluppuram,11.939,79.4929,ATM,1,0.5,OpenStreetMap,5234953860,Federal Bank,Federal Bank,,real_world_reference
OSM00567,TN37,,ATM,Viluppuram,11.9389,79.4928,ATM,1,0.5,OpenStreetMap,5234972804,Equitas Small Finance Bank ATM,,,real_world_reference
OSM00568,TN03,,State Bank of India,Chennai,13.084,80.198,ATM,1,0.5,OpenStreetMap,5239606954,State Bank of India,State Bank of India,"Gandhi Main Road, Thirumangalam, Chennai",real_world_reference
OSM00569,TN03,,Canara Bank,Chennai,13.084,80.1979,ATM,1,0.5,OpenStreetMap,5239606964,Canara Bank,Canara Bank,"Gandhi Main Road, Thirumangalam, Chennai",real_world_reference
OSM00570,TN03,,State Bank of India,Chennai,13.0201,80.2066,ATM,1,0.5,OpenStreetMap,5242103839,State Bank of India,State Bank of India,"Jawaharlal Nehru Road, Ekkattuthangal",real_world_reference
OSM00571,TN03,,ATM,Chennai,12.9288,80.1481,ATM,1,0.5,OpenStreetMap,5246751624,Icici Atm,,,real_world_reference
OSM00572,TN03,,ATM,Chennai,12.9237,80.1475,ATM,1,0.5,OpenStreetMap,5246751724,Corporation bank atm,,,real_world_reference
OSM00573,TN03,,ATM,Chennai,12.9215,80.1163,ATM,1,0.5,OpenStreetMap,5246751921,HDFC Bank,HDFC Bank,,real_world_reference
OSM00574,TN17,,State Bank of India,Namakkal,11.4151,78.0845,ATM,1,0.5,OpenStreetMap,5251603622,State Bank of India,State Bank of India,,real_world_reference
OSM00575,TN17,,ATM,Namakkal,11.4148,78.0843,ATM,1,0.5,OpenStreetMap,5251603623,City Union Bank,,,real_world_reference
OSM00576,TN03,,ATM,Chennai,12.9101,80.1427,ATM,1,0.5,OpenStreetMap,5258898423,State Bank of India,State Bank of India,,real_world_reference
OSM00577,TN03,,South Indian Bank,Chennai,12.8894,80.1439,ATM,1,0.5,OpenStreetMap,5258977227,South Indian Bank,South Indian Bank,,real_world_reference
OSM00578,TN03,,Indian Overseas Bank,Chennai,12.8875,80.1477,ATM,1,0.5,OpenStreetMap,5258978824,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00579,TN03,,Axis Bank,Chennai,12.8874,80.1476,ATM,1,0.5,OpenStreetMap,5258978825,Axis Bank,Axis Bank,,real_world_reference
OSM00580,TN03,,ATM,Chennai,12.8883,80.1459,ATM,1,0.5,OpenStreetMap,5259036522,India 1 atm,,,real_world_reference
OSM00581,TN03,,ATM,Chennai,12.8836,80.1553,ATM,1,0.5,OpenStreetMap,5259093626,City Union Bank,,,real_world_reference
OSM00582,TN03,,ATM,Chennai,12.9072,80.1425,ATM,1,0.5,OpenStreetMap,5259120822,panjab national bank,,,real_world_reference
OSM00583,TN04,,CUB ATM,Coimbatore,10.8368,76.8789,ATM,1,0.5,OpenStreetMap,5300433028,,,,real_world_reference
OSM00584,TN04,,State Bank of India,Coimbatore,10.8692,76.8958,ATM,1,0.5,OpenStreetMap,5300436244,State Bank of India,State Bank of India,,real_world_reference
OSM00585,TN04,,HDFC Bank,Coimbatore,10.9439,76.9532,ATM,1,0.5,OpenStreetMap,5300436330,HDFC Bank,HDFC Bank,,real_world_reference
OSM00586,TN04,,State Bank of India,Coimbatore,10.944,76.9533,ATM,1,0.5,OpenStreetMap,5300436490,State Bank of India,State Bank of India,,real_world_reference
OSM00587,TN10,,State Bank of India,Kancheepuram,12.832,79.6943,ATM,1,0.5,OpenStreetMap,5302075024,State Bank of India,State Bank of India,,real_world_reference
OSM00588,TN10,,ATM,Kancheepuram,12.832,79.6945,ATM,1,0.5,OpenStreetMap,5302118524,City Union Bank,City Union Bank,,real_world_reference
OSM00589,TN10,,ATM,Kancheepuram,12.8389,79.7104,ATM,1,0.5,OpenStreetMap,5302134924,Hitachi,,,real_world_reference
OSM00590,TN10,,ATM,Kancheepuram,12.8307,79.7035,ATM,1,0.5,OpenStreetMap,5302135023,City Union Bank,City Union Bank,,real_world_reference
OSM00591,TN10,,ATM,Kancheepuram,12.8348,79.7038,ATM,1,0.5,OpenStreetMap,5302135025,tamilnadu mercantile bank,,,real_world_reference
