complaint_id,district_id,complaint_date,complaint_time,fraud_type,crime_category,fraud_amount,victim_city,victim_latitude,victim_longitude,source_channel,status
CC1187,TN13,2026-05-20,17:15:03,Job Fraud,Social Engineering,307015.72,Madurai,9.914,78.1523,Bank Referral,Chargesheet Filed
CC1188,TN09,2026-02-19,18:26:58,Romance Scam,Identity Fraud,135410.76,Kallakurichi,11.7499,79.0029,Helpline 1930,Chargesheet Filed
CC1189,TN32,2025-01-02,03:25:37,SIM Swap,Identity Fraud,345958.68,Tirupathur,12.5014,78.5975,Walk-in Complaint,Under Investigation
CC1190,TN16,2025-05-16,22:02:14,SIM Swap,Online Financial Fraud,365894.99,Kanniyakumari,8.1067,77.5018,State Police Portal,Chargesheet Filed
CC1191,TN08,2026-08-12,00:41:13,Phishing,Online Financial Fraud,207264.56,Erode,11.3251,77.7119,State Police Portal,Under Investigation
CC1192,TN24,2025-11-29,13:24:42,Identity Theft,Identity Fraud,222262.47,Tenkasi,8.9266,77.3286,State Police Portal,Resolved
CC1193,TN23,2025-07-12,21:54:42,SIM Swap,Banking Fraud,244967.84,Sivaganga,9.8207,78.4358,National Cybercrime Portal,Resolved
CC1194,TN30,2025-06-12,01:50:56,UPI Fraud,Banking Fraud,262616.72,Tiruchirappalli,10.7609,78.6657,Bank Referral,FIR Filed
CC1195,TN19,2025-10-14,05:27:49,UPI Fraud,Banking Fraud,393061.92,Pudukkottai,10.3827,78.8291,Bank Referral,Chargesheet Filed
CC1196,TN15,2026-04-06,06:44:55,Loan Fraud,Banking Fraud,481790.58,Nagapattinam,10.7442,79.8429,Helpline 1930,FIR Filed
CC1197,TN02,2025-08-29,20:31:24,SIM Swap,Cyber Deception,255339.16,Chengalpattu,12.7373,79.9367,Bank Referral,Pending Review
CC1198,TN17,2025-04-12,08:55:42,Identity Theft,Identity Fraud,373455.06,Namakkal,11.1709,78.1741,National Cybercrime Portal,FIR Filed
CC1199,TN19,2025-09-16,07:48:42,Identity Theft,Cyber Deception,287632.42,Pudukkottai,10.4221,78.8627,Helpline 1930,Pending Review
CC1200,TN01,2025-06-02,00:20:49,Identity Theft,Banking Fraud,284407.58,Ariyalur,11.0901,79.0479,National Cybercrime Portal,Chargesheet Filed
CC1201,TN28,2025-09-15,22:51:17,Romance Scam,Social Engineering,314794.67,Tiruvarur,10.7831,79.6805,Walk-in Complaint,Pending Review
CC1202,TN23,2025-04-09,12:30:39,SIM Swap,Social Engineering,163032.81,Sivaganga,9.8791,78.4666,State Police Portal,Pending Review
CC1203,TN22,2026-05-20,07:27:35,UPI Fraud,Online Financial Fraud,52493.02,Salem,11.7039,78.1191,National Cybercrime Portal,FIR Filed
CC1204,TN30,2026-02-27,17:47:04,Phishing,Cyber Deception,221199.31,Tiruchirappalli,10.7541,78.7285,State Police Portal,Chargesheet Filed
CC1205,TN07,2025-02-07,08:00:58,Romance Scam,Banking Fraud,61018.45,Dindigul,10.3404,77.9784,Helpline 1930,FIR Filed
CC1206,TN06,2025-12-15,07:39:07,Phishing,Identity Fraud,395758.67,Dharmapuri,12.1314,78.1711,State Police Portal,Under Investigation
CC1207,TN31,2025-10-11,17:10:42,UPI Fraud,Banking Fraud,408715.64,Tirunelveli,8.6855,77.7479,Bank Referral,Under Investigation
CC1208,TN06,2026-05-31,18:14:59,Romance Scam,Identity Fraud,1046.36,Dharmapuri,12.1473,78.2017,Helpline 1930,Pending Review
CC1209,TN11,2025-01-28,23:06:40,Romance Scam,Online Financial Fraud,333982.0,Karur,10.9294,78.1088,State Police Portal,Under Investigation
CC1210,TN12,2025-07-20,06:12:08,Loan Fraud,Banking Fraud,31576.3,Krishnagiri,12.5135,78.2256,National Cybercrime Portal,Under Investigation
CC1211,TN14,2026-01-11,20:48:56,Loan Fraud,Banking Fraud,77810.81,Mayiladuthurai,11.0648,79.6935,Helpline 1930,Resolved
CC1212,TN01,2025-06-25,11:02:34,OTP Fraud,Banking Fraud,55153.69,Ariyalur,11.1664,79.0498,State Police Portal,Resolved
CC1213,TN07,2026-03-22,07:44:52,OTP Fraud,Identity Fraud,357134.81,Dindigul,10.3838,78.0079,Walk-in Complaint,Pending Review
CC1214,TN38,2025-12-04,14:10:53,Romance Scam,Cyber Deception,330597.8,Virudhunagar,9.5588,77.9573,State Police Portal,Pending Review
CC1215,TN29,2025-10-13,10:16:38,SIM Swap,Online Financial Fraud,98938.56,Thoothukudi,8.7438,78.1621,Helpline 1930,Under Investigation
CC1216,TN38,2025-04-29,22:08:57,UPI Fraud,Social Engineering,368764.79,Virudhunagar,9.5906,77.9981,Walk-in Complaint,Resolved
CC1217,TN26,2026-08-18,22:47:52,OTP Fraud,Online Financial Fraud,259459.26,Theni,10.0143,77.45,State Police Portal,FIR Filed
CC1218,TN04,2026-06-05,19:34:56,Phishing,Social Engineering,269962.44,Coimbatore,10.9752,76.9583,National Cybercrime Portal,Chargesheet Filed
CC1219,TN17,2025-12-07,17:08:52,OTP Fraud,Online Financial Fraud,214432.63,Namakkal,11.2539,78.1379,State Police Portal,Under Investigation
CC1220,TN34,2025-06-01,19:28:04,Job Fraud,Cyber Deception,40998.28,Tiruvannamalai,12.2513,79.0708,Bank Referral,Chargesheet Filed
CC1221,TN02,2025-02-03,00:49:01,UPI Fraud,Online Financial Fraud,42733.27,Chengalpattu,12.6604,79.9999,Walk-in Complaint,Under Investigation
CC1222,TN06,2025-07-14,15:51:06,Card Skimming,Cyber Deception,324126.31,Dharmapuri,12.0834,78.1713,Walk-in Complaint,Under Investigation
CC1223,TN10,2025-12-28,10:24:43,Phishing,Cyber Deception,323157.91,Kancheepuram,12.8595,79.6797,National Cybercrime Portal,Pending Review
CC1224,TN10,2026-08-14,17:30:18,Card Skimming,Cyber Deception,455216.55,Kancheepuram,12.7919,79.6712,Bank Referral,Pending Review
CC1225,TN03,2025-11-18,12:30:02,Identity Theft,Banking Fraud,234189.08,Chennai,13.0371,80.2256,Bank Referral,FIR Filed
CC1226,TN25,2025-12-20,20:21:05,Investment Scam,Cyber Deception,138264.58,Thanjavur,10.752,79.1256,National Cybercrime Portal,FIR Filed
CC1227,TN27,2025-06-02,08:32:14,Investment Scam,Identity Fraud,331000.63,Tiruvallur,13.1268,79.9393,Walk-in Complaint,Resolved
CC1228,TN03,2026-07-20,22:02:40,Card Skimming,Online Financial Fraud,203959.22,Chennai,13.0567,80.2809,Walk-in Complaint,Pending Review
CC1229,TN30,2025-12-30,00:49:39,Identity Theft,Social Engineering,63757.57,Tiruchirappalli,10.7466,78.7349,National Cybercrime Portal,Resolved
CC1230,TN17,2026-06-26,03:56:35,Identity Theft,Online Financial Fraud,131542.3,Namakkal,11.2422,78.2136,State Police Portal,Pending Review
CC1231,TN31,2026-05-26,07:33:12,Job Fraud,Social Engineering,264632.33,Tirunelveli,8.6703,77.7335,State Police Portal,Under Investigation
CC1232,TN10,2026-02-14,19:43:18,OTP Fraud,Cyber Deception,286138.79,Kancheepuram,12.8511,79.7267,Helpline 1930,Chargesheet Filed
CC1233,TN11,2025-01-22,07:56:26,OTP Fraud,Identity Fraud,361402.49,Karur,10.9946,78.0697,National Cybercrime Portal,Chargesheet Filed
CC1234,TN17,2025-03-26,14:55:02,Job Fraud,Identity Fraud,472780.97,Namakkal,11.2321,78.1331,Bank Referral,Chargesheet Filed
CC1235,TN03,2025-07-11,12:50:14,Investment Scam,Identity Fraud,272191.14,Chennai,13.0514,80.2399,National Cybercrime Portal,Under Investigation
CC1236,TN31,2026-01-22,09:26:50,Loan Fraud,Identity Fraud,256977.09,Tirunelveli,8.7599,77.7597,National Cybercrime Portal,FIR Filed
CC1237,TN07,2026-01-13,07:35:44,Identity Theft,Cyber Deception,90048.86,Dindigul,10.4106,77.9527,State Police Portal,Resolved
CC1238,TN04,2025-12-15,01:18:43,UPI Fraud,Identity Fraud,120169.74,Coimbatore,11.0584,76.9267,Bank Referral,FIR Filed
CC1239,TN34,2025-09-21,18:20:56,Phishing,Banking Fraud,364497.06,Tiruvannamalai,12.256,79.1053,National Cybercrime Portal,Under Investigation
CC1240,TN30,2026-06-23,14:46:56,Phishing,Cyber Deception,25116.84,Tiruchirappalli,10.8381,78.6788,National Cybercrime Portal,FIR Filed
CC1241,TN32,2025-08-10,04:25:41,Investment Scam,Social Engineering,20566.36,Tirupathur,12.4844,78.5196,National Cybercrime Portal,Under Investigation
CC1242,TN33,2026-05-24,10:24:06,Card Skimming,Cyber Deception,429330.85,Tiruppur,11.1364,77.3631,Walk-in Complaint,Under Investigation
CC1243,TN01,2025-07-09,06:52:01,UPI Fraud,Cyber Deception,54266.15,Ariyalur,11.1679,79.0398,State Police Portal,Pending Review
CC1244,TN34,2025-01-14,07:44:24,Investment Scam,Banking Fraud,318779.88,Tiruvannamalai,12.225,79.0976,Walk-in Complaint,Under Investigation
CC1245,TN27,2025-01-04,19:43:13,Job Fraud,Identity Fraud,305261.57,Tiruvallur,13.1248,79.9457,National Cybercrime Portal,Chargesheet Filed
CC1246,TN05,2025-05-07,16:40:49,Romance Scam,Identity Fraud,55319.21,Cuddalore,11.7272,79.7445,Walk-in Complaint,Resolved
CC1247,TN22,2025-01-28,18:08:48,Job Fraud,Social Engineering,86129.74,Salem,11.6866,78.1902,Walk-in Complaint,Pending Review
CC1248,TN33,2025-06-01,02:15:28,Loan Fraud,Identity Fraud,169509.65,Tiruppur,11.0662,77.3166,National Cybercrime Portal,Chargesheet Filed
CC1249,TN09,2026-06-17,17:26:47,UPI Fraud,Identity Fraud,315608.5,Kallakurichi,11.7661,78.9476,Helpline 1930,Resolved
CC1250,TN28,2026-03-22,23:02:33,Phishing,Online Financial Fraud,373425.11,Tiruvarur,10.7588,79.6691,National Cybercrime Portal,FIR Filed
CC1251,TN04,2026-06-17,06:23:24,Job Fraud,Cyber Deception,45101.49,Coimbatore,11.0539,76.9085,State Police Portal,Resolved
CC1252,TN05,2025-11-25,23:13:06,OTP Fraud,Social Engineering,127759.43,Cuddalore,11.7321,79.7266,Helpline 1930,Pending Review
CC1253,TN36,2025-07-07,13:36:06,Card Skimming,Banking Fraud,212812.31,Vellore,12.9226,79.1727,Walk-in Complaint,FIR Filed
CC1254,TN34,2025-09-28,09:47:02,Phishing,Social Engineering,152699.09,Tiruvannamalai,12.2308,79.1041,Helpline 1930,FIR Filed
CC1255,TN22,2025-11-02,07:30:55,Identity Theft,Cyber Deception,69111.14,Salem,11.6189,78.1194,Bank Referral,Pending Review
CC1256,TN08,2025-02-24,03:42:23,Card Skimming,Online Financial Fraud,303235.35,Erode,11.2957,77.704,Walk-in Complaint,Pending Review
CC1257,TN05,2025-10-24,09:36:11,UPI Fraud,Banking Fraud,495955.15,Cuddalore,11.7563,79.738,Walk-in Complaint,Pending Review
CC1258,TN27,2026-08-10,12:55:49,Loan Fraud,Cyber Deception,321232.91,Tiruvallur,13.1661,79.9317,Helpline 1930,Under Investigation
CC1259,TN34,2025-10-30,04:34:50,Investment Scam,Cyber Deception,192665.32,Tiruvannamalai,12.2705,79.0495,Bank Referral,Pending Review
CC1260,TN07,2025-10-29,00:49:32,Loan Fraud,Cyber Deception,309773.03,Dindigul,10.4099,77.9389,State Police Portal,FIR Filed
CC1261,TN07,2025-07-09,07:18:49,OTP Fraud,Banking Fraud,202701.87,Dindigul,10.3684,78.0133,Helpline 1930,Pending Review
CC1262,TN02,2026-07-26,15:09:25,Phishing,Banking Fraud,382132.02,Chengalpattu,12.7411,79.9288,Helpline 1930,FIR Filed
CC1263,TN14,2025-11-13,17:46:14,Identity Theft,Cyber Deception,110978.28,Mayiladuthurai,11.1255,79.6636,Bank Referral,FIR Filed
CC1264,TN34,2025-05-22,21:57:35,UPI Fraud,Identity Fraud,414178.79,Tiruvannamalai,12.265,79.1207,National Cybercrime Portal,FIR Filed
CC1265,TN37,2026-03-21,10:01:35,OTP Fraud,Banking Fraud,295665.55,Viluppuram,11.926,79.5038,Helpline 1930,Chargesheet Filed
CC1266,TN06,2026-07-18,12:36:24,Investment Scam,Banking Fraud,315546.06,Dharmapuri,12.17,78.1299,Walk-in Complaint,Resolved
CC1267,TN28,2025-04-11,21:53:43,OTP Fraud,Social Engineering,403809.0,Tiruvarur,10.7475,79.6181,National Cybercrime Portal,Chargesheet Filed
CC1268,TN13,2025-10-01,12:34:09,SIM Swap,Cyber Deception,398345.5,Madurai,9.9063,78.1207,National Cybercrime Portal,Under Investigation
CC1269,TN11,2026-05-05,07:00:00,Identity Theft,Banking Fraud,300595.83,Karur,11.0008,78.0655,National Cybercrime Portal,Under Investigation
CC1270,TN25,2026-05-31,06:04:05,SIM Swap,Cyber Deception,168085.65,Thanjavur,10.8339,79.1732,National Cybercrime Portal,Under Investigation
CC1271,TN25,2026-06-25,01:39:41,Loan Fraud,Online Financial Fraud,147224.26,Thanjavur,10.7977,79.1736,Bank Referral,Under Investigation
CC1272,TN30,2026-02-22,05:55:40,Identity Theft,Social Engineering,436048.49,Tiruchirappalli,10.8354,78.7189,State Police Portal,Under Investigation
CC1273,TN24,2025-08-14,20:17:17,UPI Fraud,Banking Fraud,220884.13,Tenkasi,8.9663,77.3042,National Cybercrime Portal,Resolved
CC1274,TN09,2026-02-17,13:42:08,Romance Scam,Social Engineering,172930.69,Kallakurichi,11.7438,78.9231,Helpline 1930,Resolved
CC1275,TN25,2025-02-18,05:36:44,Romance Scam,Online Financial Fraud,384787.46,Thanjavur,10.7634,79.1275,Walk-in Complaint,Pending Review
CC1276,TN17,2025-03-10,06:12:12,Card Skimming,Social Engineering,45504.24,Namakkal,11.1822,78.2105,Bank Referral,FIR Filed
CC1277,TN13,2025-12-20,12:06:29,Identity Theft,Online Financial Fraud,232663.26,Madurai,9.8957,78.1694,State Police Portal,Under Investigation
CC1278,TN06,2025-06-17,00:24:07,SIM Swap,Banking Fraud,119748.52,Dharmapuri,12.129,78.1752,State Police Portal,Resolved
CC1279,TN32,2026-07-14,18:22:24,Phishing,Social Engineering,109908.61,Tirupathur,12.4511,78.5829,Bank Referral,Chargesheet Filed
CC1280,TN17,2026-08-30,01:46:10,Romance Scam,Identity Fraud,24845.03,Namakkal,11.2553,78.1468,National Cybercrime Portal,Under Investigation
CC1281,TN28,2025-10-10,09:03:15,Card Skimming,Social Engineering,341342.32,Tiruvarur,10.7993,79.6242,Walk-in Complaint,Under Investigation
CC1282,TN10,2026-04-20,23:50:31,Identity Theft,Social Engineering,457670.09,Kancheepuram,12.7917,79.737,National Cybercrime Portal,Resolved
CC1283,TN38,2026-07-04,05:06:40,SIM Swap,Identity Fraud,260192.82,Virudhunagar,9.6346,77.9296,Walk-in Complaint,Chargesheet Filed
CC1284,TN32,2026-03-25,07:48:27,SIM Swap,Cyber Deception,122271.67,Tirupathur,12.4552,78.5676,Walk-in Complaint,Chargesheet Filed
CC1285,TN27,2025-01-30,10:14:36,Card Skimming,Online Financial Fraud,246920.22,Tiruvallur,13.1605,79.9116,Helpline 1930,Resolved
CC1286,TN08,2026-04-10,15:44:03,Job Fraud,Banking Fraud,118739.01,Erode,11.3315,77.7452,State Police Portal,Under Investigation
CC1287,TN24,2025-01-03,12:34:09,Phishing,Social Engineering,91044.04,Tenkasi,8.9693,77.2979,State Police Portal,Under Investigation
CC1288,TN26,2026-01-10,00:49:21,Identity Theft,Banking Fraud,468592.32,Theni,10.0291,77.4673,State Police Portal,Under Investigation
CC1289,TN34,2025-06-28,02:36:08,Investment Scam,Cyber Deception,199567.29,Tiruvannamalai,12.221,79.0841,National Cybercrime Portal,Pending Review
CC1290,TN38,2026-07-02,21:17:15,Job Fraud,Cyber Deception,304871.67,Virudhunagar,9.5661,77.9671,National Cybercrime Portal,FIR Filed
CC1291,TN09,2025-02-08,10:51:02,Romance Scam,Social Engineering,331494.48,Kallakurichi,11.7425,79.0114,Walk-in Complaint,Chargesheet Filed
CC1292,TN33,2025-10-26,20:08:19,Romance Scam,Identity Fraud,423221.63,Tiruppur,11.1195,77.3465,National Cybercrime Portal,Under Investigation
CC1293,TN19,2025-12-22,14:40:34,Identity Theft,Banking Fraud,481252.57,Pudukkottai,10.4048,78.7741,Helpline 1930,Under Investigation
CC1294,TN23,2025-07-03,07:57:34,Job Fraud,Banking Fraud,195857.6,Sivaganga,9.8129,78.5078,State Police Portal,Under Investigation
CC1295,TN29,2025-10-09,12:49:04,Romance Scam,Online Financial Fraud,359984.95,Thoothukudi,8.7806,78.1309,Walk-in Complaint,Pending Review
CC1296,TN32,2026-01-29,17:09:54,Romance Scam,Cyber Deception,457743.82,Tirupathur,12.4943,78.588,State Police Portal,FIR Filed
CC1297,TN21,2026-06-13,18:12:31,UPI Fraud,Cyber Deception,159808.67,Ranipet,12.9296,79.3232,State Police Portal,FIR Filed
CC1298,TN24,2025-02-23,22:17:56,UPI Fraud,Identity Fraud,378028.01,Tenkasi,8.9454,77.3379,Bank Referral,Resolved
CC1299,TN37,2025-02-09,00:43:07,OTP Fraud,Identity Fraud,449983.61,Viluppuram,11.9077,79.5107,Bank Referral,Chargesheet Filed
CC1300,TN17,2025-07-06,16:25:29,Romance Scam,Banking Fraud,98857.52,Namakkal,11.2042,78.1989,Bank Referral,FIR Filed
CC1301,TN16,2025-05-17,21:34:47,Romance Scam,Identity Fraud,394978.01,Kanniyakumari,8.1213,77.5107,State Police Portal,Pending Review
CC1302,TN37,2025-04-16,10:25:10,Loan Fraud,Online Financial Fraud,342550.16,Viluppuram,11.9817,79.4548,Bank Referral,Resolved
CC1303,TN12,2025-12-18,12:10:36,OTP Fraud,Banking Fraud,473086.3,Krishnagiri,12.4908,78.2332,Bank Referral,Pending Review
CC1304,TN24,2025-04-15,07:55:32,Phishing,Cyber Deception,355597.03,Tenkasi,8.9433,77.2677,Helpline 1930,Pending Review
CC1305,TN17,2026-01-31,17:20:01,Romance Scam,Identity Fraud,378237.96,Namakkal,11.2462,78.1461,Bank Referral,FIR Filed
CC1306,TN01,2025-07-18,09:40:39,Phishing,Cyber Deception,412339.96,Ariyalur,11.0975,79.1118,Helpline 1930,Pending Review
CC1307,TN31,2025-06-18,01:12:33,Investment Scam,Cyber Deception,118772.99,Tirunelveli,8.7432,77.7153,Bank Referral,FIR Filed
CC1308,TN26,2025-11-11,02:20:18,Card Skimming,Online Financial Fraud,164057.15,Theni,9.9932,77.4375,State Police Portal,Chargesheet Filed
CC1309,TN14,2026-03-06,15:46:54,Identity Theft,Online Financial Fraud,119836.27,Mayiladuthurai,11.1011,79.6886,National Cybercrime Portal,Under Investigation
CC1310,TN18,2025-06-03,22:55:41,Phishing,Identity Fraud,475243.01,Perambalur,11.2634,78.8356,Bank Referral,FIR Filed
CC1311,TN30,2026-01-28,19:33:07,Romance Scam,Cyber Deception,236970.97,Tiruchirappalli,10.7465,78.728,State Police Portal,Resolved
CC1312,TN01,2025-10-06,11:08:15,Identity Theft,Cyber Deception,279344.6,Ariyalur,11.1667,79.0688,State Police Portal,Chargesheet Filed
CC1313,TN36,2026-03-15,13:03:20,Romance Scam,Cyber Deception,208340.82,Vellore,12.9419,79.1364,Bank Referral,Chargesheet Filed
CC1314,TN11,2025-05-22,15:45:21,Identity Theft,Identity Fraud,491593.81,Karur,10.9994,78.0546,Bank Referral,Pending Review
CC1315,TN28,2026-01-08,10:50:45,Romance Scam,Identity Fraud,89709.78,Tiruvarur,10.729,79.6802,National Cybercrime Portal,Under Investigation
CC1316,TN28,2025-12-07,00:08:59,UPI Fraud,Online Financial Fraud,22394.59,Tiruvarur,10.7963,79.6217,State Police Portal,Pending Review
CC1317,TN15,2025-03-16,07:08:41,Phishing,Identity Fraud,434374.06,Nagapattinam,10.7241,79.7955,Bank Referral,Resolved
CC1318,TN03,2026-06-19,06:40:40,Job Fraud,Cyber Deception,369339.4,Chennai,13.1009,80.2491,Bank Referral,Pending Review
CC1319,TN34,2026-01-28,12:37:39,Card Skimming,Social Engineering,250292.65,Tiruvannamalai,12.2603,79.1237,State Police Portal,Resolved
CC1320,TN29,2026-03-28,23:18:41,Job Fraud,Social Engineering,373703.16,Thoothukudi,8.7272,78.1694,State Police Portal,Chargesheet Filed
CC1321,TN19,2025-08-03,02:33:13,OTP Fraud,Cyber Deception,404056.85,Pudukkottai,10.3403,78.7839,National Cybercrime Portal,FIR Filed
CC1322,TN13,2025-05-27,20:00:40,Loan Fraud,Cyber Deception,47209.44,Madurai,9.9129,78.0706,National Cybercrime Portal,Pending Review
CC1323,TN16,2026-03-02,08:31:10,SIM Swap,Cyber Deception,232129.86,Kanniyakumari,8.0407,77.505,Helpline 1930,Resolved
CC1324,TN34,2025-03-31,21:29:11,OTP Fraud,Identity Fraud,240559.71,Tiruvannamalai,12.2074,79.0994,Bank Referral,Pending Review
CC1325,TN18,2026-05-11,04:24:09,Romance Scam,Online Financial Fraud,163391.69,Perambalur,11.2461,78.8832,Helpline 1930,Resolved
CC1326,TN36,2025-09-04,23:06:25,UPI Fraud,Cyber Deception,434646.15,Vellore,12.9383,79.1785,Helpline 1930,FIR Filed
CC1327,TN05,2026-04-14,21:13:12,Card Skimming,Social Engineering,462971.69,Cuddalore,11.7635,79.8181,National Cybercrime Portal,Chargesheet Filed
CC1328,TN12,2025-06-26,04:36:36,Romance Scam,Social Engineering,370756.29,Krishnagiri,12.5568,78.2592,Helpline 1930,Chargesheet Filed
CC1329,TN38,2025-03-19,20:19:15,Identity Theft,Cyber Deception,72792.6,Virudhunagar,9.6269,77.9449,Bank Referral,FIR Filed
CC1330,TN37,2026-07-08,06:20:35,Loan Fraud,Identity Fraud,209519.82,Viluppuram,11.939,79.5006,Helpline 1930,FIR Filed
CC1331,TN11,2026-02-07,09:15:01,Romance Scam,Identity Fraud,131257.93,Karur,10.9355,78.1077,Helpline 1930,Pending Review
CC1332,TN08,2025-07-04,14:38:52,Romance Scam,Banking Fraud,2341.35,Erode,11.3481,77.7112,State Police Portal,Under Investigation
CC1333,TN22,2025-09-10,21:57:38,Card Skimming,Cyber Deception,455421.08,Salem,11.6862,78.1174,Bank Referral,FIR Filed
CC1334,TN38,2026-07-26,16:15:08,OTP Fraud,Online Financial Fraud,406348.06,Virudhunagar,9.6125,77.9223,Bank Referral,Resolved
CC1335,TN04,2026-07-16,06:11:02,UPI Fraud,Identity Fraud,380737.38,Coimbatore,11.0157,76.9869,Helpline 1930,Pending Review
CC1336,TN33,2026-06-03,18:28:22,SIM Swap,Identity Fraud,334006.6,Tiruppur,11.0942,77.3148,Walk-in Complaint,Resolved
CC1337,TN04,2025-02-11,06:01:17,Loan Fraud,Social Engineering,461349.79,Coimbatore,11.0313,76.9873,Walk-in Complaint,Chargesheet Filed
CC1338,TN08,2026-04-17,02:22:53,OTP Fraud,Social Engineering,436131.3,Erode,11.3481,77.7601,National Cybercrime Portal,Under Investigation
CC1339,TN10,2026-08-15,05:49:59,Romance Scam,Identity Fraud,332340.17,Kancheepuram,12.7934,79.6735,Bank Referral,Pending Review
CC1340,TN13,2025-02-28,19:52:12,UPI Fraud,Cyber Deception,208376.62,Madurai,9.9222,78.0908,Walk-in Complaint,Resolved
CC1341,TN06,2025-04-28,04:25:03,OTP Fraud,Social Engineering,58664.24,Dharmapuri,12.0934,78.1949,Helpline 1930,Resolved
CC1342,TN30,2025-05-23,01:07:38,Phishing,Online Financial Fraud,57242.08,Tiruchirappalli,10.7808,78.6677,State Police Portal,Under Investigation
CC1343,TN08,2025-02-02,14:08:46,Investment Scam,Cyber Deception,380216.04,Erode,11.3842,77.687,Walk-in Complaint,FIR Filed
CC1344,TN03,2025-10-28,18:12:27,Job Fraud,Identity Fraud,104992.55,Chennai,13.034,80.2386,Bank Referral,Pending Review
CC1345,TN07,2025-06-03,09:11:06,Phishing,Identity Fraud,12332.01,Dindigul,10.3682,77.959,Walk-in Complaint,FIR Filed
CC1346,TN22,2025-01-09,18:42:20,OTP Fraud,Social Engineering,298565.31,Salem,11.6519,78.0977,Walk-in Complaint,FIR Filed
CC1347,TN24,2025-12-25,23:24:53,Phishing,Online Financial Fraud,402875.72,Tenkasi,8.9279,77.3318,Walk-in Complaint,Chargesheet Filed
CC1348,TN09,2026-08-21,15:52:01,Phishing,Social Engineering,484473.87,Kallakurichi,11.7002,78.9414,Helpline 1930,Chargesheet Filed
CC1349,TN36,2025-12-01,17:23:24,Loan Fraud,Social Engineering,106794.29,Vellore,12.8692,79.1767,State Police Portal,Under Investigation
CC1350,TN10,2026-05-09,01:27:07,Investment Scam,Cyber Deception,81814.98,Kancheepuram,12.8073,79.7031,National Cybercrime Portal,FIR Filed
CC1351,TN04,2026-03-30,23:46:05,Job Fraud,Banking Fraud,431120.18,Coimbatore,10.969,76.9286,State Police Portal,Chargesheet Filed
CC1352,TN34,2025-04-20,10:20:16,OTP Fraud,Online Financial Fraud,111696.62,Tiruvannamalai,12.2463,79.0532,State Police Portal,Under Investigation
CC1353,TN08,2025-01-18,19:23:58,Job Fraud,Banking Fraud,282649.71,Erode,11.3678,77.7123,Helpline 1930,Chargesheet Filed
CC1354,TN05,2026-01-15,14:37:43,Investment Scam,Identity Fraud,143236.76,Cuddalore,11.7824,79.816,Bank Referral,Resolved
CC1355,TN07,2025-05-21,08:29:27,UPI Fraud,Online Financial Fraud,23017.68,Dindigul,10.3183,77.9314,Walk-in Complaint,Under Investigation
CC1356,TN03,2025-08-01,00:51:58,Job Fraud,Cyber Deception,115695.62,Chennai,13.0776,80.2483,National Cybercrime Portal,Resolved
CC1357,TN11,2026-03-10,16:02:34,UPI Fraud,Cyber Deception,49616.74,Karur,10.9828,78.0632,National Cybercrime Portal,FIR Filed
CC1358,TN38,2025-02-01,23:06:21,UPI Fraud,Banking Fraud,43133.06,Virudhunagar,9.588,77.9533,National Cybercrime Portal,FIR Filed
CC1359,TN04,2026-04-19,22:14:21,Phishing,Online Financial Fraud,406685.58,Coimbatore,10.9956,77.0028,Bank Referral,Resolved
CC1360,TN20,2025-07-24,12:11:07,SIM Swap,Online Financial Fraud,9697.38,Ramanathapuram,9.3574,78.817,Walk-in Complaint,Chargesheet Filed
CC1361,TN29,2026-03-13,22:27:38,Loan Fraud,Banking Fraud,15812.34,Thoothukudi,8.7262,78.0853,State Police Portal,FIR Filed
CC1362,TN26,2025-06-10,14:59:16,Job Fraud,Banking Fraud,218967.62,Theni,9.9753,77.4621,National Cybercrime Portal,Pending Review
CC1363,TN16,2025-05-22,22:54:30,UPI Fraud,Online Financial Fraud,29732.86,Kanniyakumari,8.0649,77.53,National Cybercrime Portal,Chargesheet Filed
CC1364,TN22,2026-08-27,00:48:04,Phishing,Online Financial Fraud,224018.76,Salem,11.6629,78.1427,Bank Referral,Under Investigation
CC1365,TN02,2025-09-26,18:15:34,Identity Theft,Online Financial Fraud,410453.17,Chengalpattu,12.7002,79.9957,Bank Referral,Pending Review
CC1366,TN01,2025-11-19,07:42:45,Phishing,Identity Fraud,392444.39,Ariyalur,11.0942,79.0897,Walk-in Complaint,Under Investigation
CC1367,TN38,2025-11-01,20:53:38,Card Skimming,Banking Fraud,391879.61,Virudhunagar,9.5901,77.9617,State Police Portal,Under Investigation
CC1368,TN13,2026-04-20,18:28:43,Phishing,Banking Fraud,191728.4,Madurai,9.9309,78.0991,Helpline 1930,Resolved
CC1369,TN07,2025-06-02,06:31:18,UPI Fraud,Banking Fraud,240466.05,Dindigul,10.339,77.9428,State Police Portal,Chargesheet Filed
CC1370,TN28,2025-07-07,06:47:44,Identity Theft,Cyber Deception,297965.55,Tiruvarur,10.7744,79.6756,Walk-in Complaint,Resolved
CC1371,TN01,2025-03-10,22:52:58,Loan Fraud,Social Engineering,441829.07,Ariyalur,11.1748,79.1242,State Police Portal,Under Investigation
CC1372,TN14,2026-04-24,01:32:29,Identity Theft,Social Engineering,53739.9,Mayiladuthurai,11.0996,79.6875,National Cybercrime Portal,Chargesheet Filed
